text_cleaning,slang_removal,tokenization,stemming,stopword_removal,final
mencoba proof of concept gpt untuk info harga crypto di exchange indodax bisa tanya tentang harga crypto di indodax dan overview tentang crypto tersebut menggunakan chatgpt disclaimer prototype website ini bukan milik indodax dan juga tidak didukung oleh indodax,mencoba bukti dari konsep gpt untuk info harga kripto di pertukaran indodax bisa tanya tentang harga kripto di indodax dan gambaran umum tentang kripto tersebut menggunakan chatgpt penafian prototipe website ini bukan milik indodax dan juga tidak didukung oleh indodax,"['mencoba', 'bukti', 'dari', 'konsep', 'gpt', 'untuk', 'info', 'harga', 'kripto', 'di', 'pertukaran', 'indodax', 'bisa', 'tanya', 'tentang', 'harga', 'kripto', 'di', 'indodax', 'dan', 'gambaran', 'umum', 'tentang', 'kripto', 'tersebut', 'menggunakan', 'chatgpt', 'penafian', 'prototipe', 'website', 'ini', 'bukan', 'milik', 'indodax', 'dan', 'juga', 'tidak', 'didukung', 'oleh', 'indodax']","['coba', 'bukti', 'dari', 'konsep', 'gpt', 'untuk', 'info', 'harga', 'kripto', 'di', 'tukar', 'indodax', 'bisa', 'tanya', 'tentang', 'harga', 'kripto', 'di', 'indodax', 'dan', 'gambar', 'umum', 'tentang', 'kripto', 'sebut', 'guna', 'chatgpt', 'nafi', 'prototipe', 'website', 'ini', 'bukan', 'milik', 'indodax', 'dan', 'juga', 'tidak', 'dukung', 'oleh', 'indodax']","['coba', 'bukti', 'konsep', 'gpt', 'info', 'harga', 'kripto', 'tukar', 'indodax', 'harga', 'kripto', 'indodax', 'gambar', 'kripto', 'chatgpt', 'nafi', 'prototipe', 'website', 'milik', 'indodax', 'dukung', 'indodax']",coba bukti konsep gpt info harga kripto tukar indodax harga kripto indodax gambar kripto chatgpt nafi prototipe website milik indodax dukung indodax
gpt orc simulator,gpt orc simulator,"['gpt', 'orc', 'simulator']","['gpt', 'orc', 'simulator']","['gpt', 'simulator']",gpt simulator
bas bhai nahi janna gpt vs gpt,bas bhai nahi janna gpt versus gpt,"['bas', 'bhai', 'nahi', 'janna', 'gpt', 'versus', 'gpt']","['bas', 'bhai', 'nahi', 'janna', 'gpt', 'versus', 'gpt']","['bas', 'janna', 'gpt', 'versus', 'gpt']",bas janna gpt versus gpt
gpt vs gpt,gpt versus gpt,"['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']",gpt versus gpt
gpt bold me,gpt tebal saya,"['gpt', 'tebal', 'saya']","['gpt', 'tebal', 'saya']","['gpt', 'tebal']",gpt tebal
gpt on bold me,gpt on tebal saya,"['gpt', 'on', 'tebal', 'saya']","['gpt', 'on', 'tebal', 'saya']","['gpt', 'on', 'tebal']",gpt on tebal
gpt buat jering dan anjay dong,gpt buat jering dan anjing dong,"['gpt', 'buat', 'jering', 'dan', 'anjing', 'dong']","['gpt', 'buat', 'jering', 'dan', 'anjing', 'dong']","['gpt', 'jering', 'anjing']",gpt jering anjing
gpt summarizing kant,gpt meringkas kant,"['gpt', 'meringkas', 'kant']","['gpt', 'ringkas', 'kant']","['gpt', 'ringkas']",gpt ringkas
gpt--sql,gpt sql,"['gpt', 'sql']","['gpt', 'sql']","['gpt', 'sql']",gpt sql
gpt generates similar reviews,gpt menghasilkan serupa ulasan,"['gpt', 'menghasilkan', 'serupa', 'ulasan']","['gpt', 'hasil', 'rupa', 'ulas']","['gpt', 'hasil', 'rupa', 'ulas']",gpt hasil rupa ulas
gpt attempt at poetry in catalan,gpt percobaan pada puisi di katalan,"['gpt', 'percobaan', 'pada', 'puisi', 'di', 'katalan']","['gpt', 'coba', 'pada', 'puisi', 'di', 'katalan']","['gpt', 'coba', 'puisi', 'katalan']",gpt coba puisi katalan
tunajua ukiwa unatumia chat gpt free version inaukomo wa taarifa hadi angalia picha hapo nimepa articles nying kuhusu kinachoendelea open ai na imeweza kujib maswali endelea na uzi ni rahisi sana nimekuwekea namna ya kuifundisha utapenda sana repost follow ratio,tunajua ukiwa unatumia chat gpt gratis versi inaukomo whatsapp taarifa hadi lihatlah picha hapo nimepa artikel nying kuhusu kinachoendelea buka kecerdasan buatan na imeweza kujib mas wali endelea na uzi ni rahisi sana nimekuwekea nama iya kuifundisha utapenda sana memposting ulang ikuti rasio,"['tunajua', 'ukiwa', 'unatumia', 'chat', 'gpt', 'gratis', 'versi', 'inaukomo', 'whatsapp', 'taarifa', 'hadi', 'lihatlah', 'picha', 'hapo', 'nimepa', 'artikel', 'nying', 'kuhusu', 'kinachoendelea', 'buka', 'kecerdasan', 'buatan', 'na', 'imeweza', 'kujib', 'mas', 'wali', 'endelea', 'na', 'uzi', 'ni', 'rahisi', 'sana', 'nimekuwekea', 'nama', 'iya', 'kuifundisha', 'utapenda', 'sana', 'memposting', 'ulang', 'ikuti', 'rasio']","['tunajua', 'ukiwa', 'unatumia', 'chat', 'gpt', 'gratis', 'versi', 'inaukomo', 'whatsapp', 'taarifa', 'had', 'lihat', 'picha', 'hapo', 'nimepa', 'artikel', 'nying', 'kuhusu', 'kinachoendelea', 'buka', 'cerdas', 'buat', 'na', 'imeweza', 'jib', 'mas', 'wali', 'endelea', 'na', 'uzi', 'ni', 'rahisi', 'sana', 'nimekuwekea', 'nama', 'iya', 'kuifundisha', 'utapenda', 'sana', 'memposting', 'ulang', 'ikut', 'rasio']","['chat', 'gpt', 'gratis', 'versi', 'whatsapp', 'had', 'lihat', 'artikel', 'buka', 'cerdas', 'jib', 'mas', 'wali', 'uzi', 'nama', 'iya', 'memposting', 'ulang', 'rasio']",chat gpt gratis versi whatsapp had lihat artikel buka cerdas jib mas wali uzi nama iya memposting ulang rasio
jambo kubwa linakuja algoriti zinakuja kwenye mainnet ya matrix endelea kufuatilia kwa sasisho zaidi man,jambo kubawa linakuja algoritme zinakuja kwenye main net iya matriks endelea kufuatilia kwa sasisho zaidi pria,"['jambo', 'kubawa', 'linakuja', 'algoritme', 'zinakuja', 'kwenye', 'main', 'net', 'iya', 'matriks', 'endelea', 'kufuatilia', 'kwa', 'sasisho', 'zaidi', 'pria']","['jambo', 'bawa', 'linakuja', 'algoritme', 'zinakuja', 'kwenye', 'main', 'net', 'iya', 'matriks', 'endelea', 'kufuatilia', 'kwa', 'sasisho', 'zaidi', 'pria']","['bawa', 'algoritme', 'zinakuja', 'main', 'net', 'iya', 'matriks', 'zaidi', 'pria']",bawa algoritme zinakuja main net iya matriks zaidi pria
gpt has spoken,gpt memiliki diucapkan,"['gpt', 'memiliki', 'diucapkan']","['gpt', 'milik', 'ucap']","['gpt', 'milik']",gpt milik
gpt vs gpt,gpt versus gpt,"['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']",gpt versus gpt
gpt web,gpt web,"['gpt', 'web']","['gpt', 'web']","['gpt', 'web']",gpt web
random gpt nr india,random gpt nr india,"['random', 'gpt', 'nr', 'india']","['random', 'gpt', 'nr', 'india']","['random', 'gpt', 'india']",random gpt india
random gpt nr sushi,random gpt nr sushi,"['random', 'gpt', 'nr', 'sushi']","['random', 'gpt', 'nr', 'sushi']","['random', 'gpt', 'sushi']",random gpt sushi
gpt cheerbot,gpt cheerbot,"['gpt', 'cheerbot']","['gpt', 'cheerbot']","['gpt', 'cheerbot']",gpt cheerbot
menarik ini konsepnya data discrap diproses menggunakan gptembedding buatin akun twitter bot modelan yg akan otomatis posting ketika nemuin anomali spt ada lonjakan kekayaan yg signifikan dalam waktu singkat pada pejabat negara,menarik ini konsepnya data scrap diproses menggunakan gpt embedding buatkan akun twitter bot model yang akan otomatis posting ketika bertemu anomali spt ada lonjakan kekayaan yang signifikan dalam waktu singkat pada pejabat negara,"['menarik', 'ini', 'konsepnya', 'data', 'scrap', 'diproses', 'menggunakan', 'gpt', 'embedding', 'buatkan', 'akun', 'twitter', 'bot', 'model', 'yang', 'akan', 'otomatis', 'posting', 'ketika', 'bertemu', 'anomali', 'spt', 'ada', 'lonjakan', 'kekayaan', 'yang', 'signifikan', 'dalam', 'waktu', 'singkat', 'pada', 'pejabat', 'negara']","['tarik', 'ini', 'konsep', 'data', 'scrap', 'proses', 'guna', 'gpt', 'embedding', 'buat', 'akun', 'twitter', 'bot', 'model', 'yang', 'akan', 'otomatis', 'posting', 'ketika', 'temu', 'anomali', 'spt', 'ada', 'lonjak', 'kaya', 'yang', 'signifikan', 'dalam', 'waktu', 'singkat', 'pada', 'jabat', 'negara']","['tarik', 'konsep', 'data', 'scrap', 'proses', 'gpt', 'embedding', 'akun', 'twitter', 'bot', 'model', 'otomatis', 'posting', 'temu', 'anomali', 'lonjak', 'kaya', 'signifikan', 'singkat', 'jabat', 'negara']",tarik konsep data scrap proses gpt embedding akun twitter bot model otomatis posting temu anomali lonjak kaya signifikan singkat jabat negara
openai gpt-,openai gpt,"['openai', 'gpt']","['openai', 'gpt']","['openai', 'gpt']",openai gpt
gpt says,gpt katakan,"['gpt', 'katakan']","['gpt', 'kata']",['gpt'],gpt
ni gpt yg lama punya lama dulu punya mmg savage sikit siap bg code untuk sql injection bagai gpt yg skrg yg sopan sikit,ni gpt yang lama punya lama dulu punya memang savage sedikit siap bang kode untuk sql injeksi bagai gpt yang sekarang yang sopan sedikit,"['ni', 'gpt', 'yang', 'lama', 'punya', 'lama', 'dulu', 'punya', 'memang', 'savage', 'sedikit', 'siap', 'bang', 'kode', 'untuk', 'sql', 'injeksi', 'bagai', 'gpt', 'yang', 'sekarang', 'yang', 'sopan', 'sedikit']","['ni', 'gpt', 'yang', 'lama', 'punya', 'lama', 'dulu', 'punya', 'memang', 'savage', 'sedikit', 'siap', 'bang', 'kode', 'untuk', 'sql', 'injeksi', 'bagai', 'gpt', 'yang', 'sekarang', 'yang', 'sopan', 'sedikit']","['gpt', 'savage', 'bang', 'kode', 'sql', 'injeksi', 'gpt', 'sopan']",gpt savage bang kode sql injeksi gpt sopan
programmer ai sih suka nih mau artikel per hari juga asal ada struktur idenya digenerate pakai gpt beres,programmer kecerdasan buatan sih suka nih mau artikel per hari juga asal ada struktur idenya dihasilkan pakai gpt beres,"['programmer', 'kecerdasan', 'buatan', 'sih', 'suka', 'nih', 'mau', 'artikel', 'per', 'hari', 'juga', 'asal', 'ada', 'struktur', 'idenya', 'dihasilkan', 'pakai', 'gpt', 'beres']","['programmer', 'cerdas', 'buat', 'sih', 'suka', 'nih', 'mau', 'artikel', 'per', 'hari', 'juga', 'asal', 'ada', 'struktur', 'ide', 'hasil', 'pakai', 'gpt', 'beres']","['programmer', 'cerdas', 'suka', 'artikel', 'struktur', 'ide', 'hasil', 'pakai', 'gpt', 'beres']",programmer cerdas suka artikel struktur ide hasil pakai gpt beres
gpt says same,gpt katakan sama,"['gpt', 'katakan', 'sama']","['gpt', 'kata', 'sama']",['gpt'],gpt
gpt api wrapper github sashabaranovgo-gpt,gpt api pembungkus github sashabaranovgo-gpt,"['gpt', 'api', 'pembungkus', 'github', 'sashabaranovgo-gpt']","['gpt', 'api', 'bungkus', 'github', 'sashabaranovgo-gpt']","['gpt', 'api', 'bungkus', 'github']",gpt api bungkus github
gpt knows,gpt tahu,"['gpt', 'tahu']","['gpt', 'tahu']",['gpt'],gpt
gpt barnum,gpt barnum,"['gpt', 'barnum']","['gpt', 'barnum']",['gpt'],gpt
gpt between,gpt di antara,"['gpt', 'di', 'antara']","['gpt', 'di', 'antara']",['gpt'],gpt
penasaran pendekatan bagaimana coba selesaikan soal sd ini nyoba di gpt amp,penasaran pendekatan bagaimana coba selesaikan soal sekolah dasar ini mencoba di gpt amp,"['penasaran', 'pendekatan', 'bagaimana', 'coba', 'selesaikan', 'soal', 'sekolah', 'dasar', 'ini', 'mencoba', 'di', 'gpt', 'amp']","['penasaran', 'dekat', 'bagaimana', 'coba', 'selesai', 'soal', 'sekolah', 'dasar', 'ini', 'coba', 'di', 'gpt', 'amp']","['penasaran', 'coba', 'selesai', 'sekolah', 'dasar', 'coba', 'gpt']",penasaran coba selesai sekolah dasar coba gpt
gpt api,gpt api,"['gpt', 'api']","['gpt', 'api']","['gpt', 'api']",gpt api
gpt is senior management,gpt adalah senior manajemen,"['gpt', 'adalah', 'senior', 'manajemen']","['gpt', 'adalah', 'senior', 'manajemen']","['gpt', 'senior', 'manajemen']",gpt senior manajemen
kekekekekek chatgpt-nya masih perlu di training lagi btw kemarin ngobrol sama om johar ada gpt ai yang keren banget buat bikin lagu dll dkk,kekekekekek chatgpt masih perlu di pelatihan lagi ngomong-ngomong kemarin mengobrol sama om johar ada gpt kecerdasan buatan yang keren banget buat bikin lagu dan lain-lain dan kawan-kawan,"['kekekekekek', 'chatgpt', 'masih', 'perlu', 'di', 'pelatihan', 'lagi', 'ngomong-ngomong', 'kemarin', 'mengobrol', 'sama', 'om', 'johar', 'ada', 'gpt', 'kecerdasan', 'buatan', 'yang', 'keren', 'banget', 'buat', 'bikin', 'lagu', 'dan', 'lain-lain', 'dan', 'kawan-kawan']","['kekek', 'chatgpt', 'masih', 'perlu', 'di', 'latih', 'lagi', 'ngomong-ngomong', 'kemarin', 'obrol', 'sama', 'om', 'johar', 'ada', 'gpt', 'cerdas', 'buat', 'yang', 'keren', 'banget', 'buat', 'bikin', 'lagu', 'dan', 'lain', 'dan', 'kawan']","['kekek', 'chatgpt', 'latih', 'ngomong-ngomong', 'kemarin', 'obrol', 'om', 'johar', 'gpt', 'cerdas', 'keren', 'banget', 'bikin', 'lagu', 'kawan']",kekek chatgpt latih ngomong-ngomong kemarin obrol om johar gpt cerdas keren banget bikin lagu kawan
gpt ass tweet,gpt pantat tweet,"['gpt', 'pantat', 'tweet']","['gpt', 'pantat', 'tweet']","['gpt', 'pantat', 'tweet']",gpt pantat tweet
gpt thepiratebay,gpt thepiratebay,"['gpt', 'thepiratebay']","['gpt', 'thepiratebay']",['gpt'],gpt
gpt ya hace gaslighting,gpt iya hace gas lighting,"['gpt', 'iya', 'hace', 'gas', 'lighting']","['gpt', 'iya', 'hace', 'gas', 'lighting']","['gpt', 'iya', 'gas', 'lighting']",gpt iya gas lighting
gpt strikes again,gpt pemogokan lagi,"['gpt', 'pemogokan', 'lagi']","['gpt', 'mogok', 'lagi']","['gpt', 'mogok']",gpt mogok
gpt meets dall-,gpt bertemu dall,"['gpt', 'bertemu', 'dall']","['gpt', 'temu', 'dall']","['gpt', 'temu', 'dall']",gpt temu dall
sab se hai yeh pyaara pawa yeh lahore ka aik haseen nazaara akhtar lawa hai yeh lahore da pawa sab ke dil mein hai yeh lahore da pawa akhtar lawa ps generated using chatgpt,sab se hai yeh pyaara pawa yeh lahore ka oke has seen nazaara akhtar lawa hai yeh lahore da pawa sab ke dil mein hai yeh lahore da pawa akhtar lawa ps yang dihasilkan menggunakan chatgpt,"['sab', 'se', 'hai', 'yeh', 'pyaara', 'pawa', 'yeh', 'lahore', 'ka', 'oke', 'has', 'seen', 'nazaara', 'akhtar', 'lawa', 'hai', 'yeh', 'lahore', 'da', 'pawa', 'sab', 'ke', 'dil', 'mein', 'hai', 'yeh', 'lahore', 'da', 'pawa', 'akhtar', 'lawa', 'ps', 'yang', 'dihasilkan', 'menggunakan', 'chatgpt']","['sab', 'se', 'hai', 'yeh', 'pyaara', 'pawa', 'yeh', 'lahore', 'ka', 'oke', 'has', 'seen', 'nazaara', 'akhtar', 'lawa', 'hai', 'yeh', 'lahore', 'da', 'pawa', 'sab', 'ke', 'dil', 'mein', 'hai', 'yeh', 'lahore', 'da', 'pawa', 'akhtar', 'lawa', 'ps', 'yang', 'hasil', 'guna', 'chatgpt']","['has', 'seen', 'lawa', 'lawa', 'hasil', 'chatgpt']",has seen lawa lawa hasil chatgpt
dua masalah sih kualitas penalaran gpt di bawah gpt dan karena gpt di-train dengan data digital yang ada dan materi bahasa indonesia sedikit sekali jadi utk pertanyaan serius baiknya pakai prompt bahasa inggris,dua masalah sih kualitas penalaran gpt di bawah gpt dan karena gpt di train dengan data digital yang ada dan materi bahasa indonesia sedikit sekali jadi untuk pertanyaan serius baiknya pakai prompt bahasa inggris,"['dua', 'masalah', 'sih', 'kualitas', 'penalaran', 'gpt', 'di', 'bawah', 'gpt', 'dan', 'karena', 'gpt', 'di', 'train', 'dengan', 'data', 'digital', 'yang', 'ada', 'dan', 'materi', 'bahasa', 'indonesia', 'sedikit', 'sekali', 'jadi', 'untuk', 'pertanyaan', 'serius', 'baiknya', 'pakai', 'prompt', 'bahasa', 'inggris']","['dua', 'masalah', 'sih', 'kualitas', 'nalar', 'gpt', 'di', 'bawah', 'gpt', 'dan', 'karena', 'gpt', 'di', 'train', 'dengan', 'data', 'digital', 'yang', 'ada', 'dan', 'materi', 'bahasa', 'indonesia', 'sedikit', 'sekali', 'jadi', 'untuk', 'tanya', 'serius', 'baik', 'pakai', 'prompt', 'bahasa', 'inggris']","['kualitas', 'nalar', 'gpt', 'gpt', 'gpt', 'train', 'data', 'digital', 'materi', 'bahasa', 'indonesia', 'serius', 'pakai', 'prompt', 'bahasa', 'inggris']",kualitas nalar gpt gpt gpt train data digital materi bahasa indonesia serius pakai prompt bahasa inggris
amp,amp,['amp'],['amp'],[],
gpt-excelspreadsheetshiz,gpt-excelspreadsheetshiz,['gpt-excelspreadsheetshiz'],['gpt-excelspreadsheetshiz'],[],
jadi kabar gembiranya adalah harga gpt turbo turun lagi sob emang kenapa artinya kita bisa generate lebih banyak artikel dengan harga lebih murah turun harganya openai berefek ke turunnya pula biaya produksi konten tapi,jadi kabar gembiranya adalah harga gpt turbo turun lagi sob memang kenapa artinya kita bisa hasilkan lebih banyak artikel dengan harga lebih murah turun harganya openai berefek ke turunnya pula biaya produksi konten tapi,"['jadi', 'kabar', 'gembiranya', 'adalah', 'harga', 'gpt', 'turbo', 'turun', 'lagi', 'sob', 'memang', 'kenapa', 'artinya', 'kita', 'bisa', 'hasilkan', 'lebih', 'banyak', 'artikel', 'dengan', 'harga', 'lebih', 'murah', 'turun', 'harganya', 'openai', 'berefek', 'ke', 'turunnya', 'pula', 'biaya', 'produksi', 'konten', 'tapi']","['jadi', 'kabar', 'gembira', 'adalah', 'harga', 'gpt', 'turbo', 'turun', 'lagi', 'sob', 'memang', 'kenapa', 'arti', 'kita', 'bisa', 'hasil', 'lebih', 'banyak', 'artikel', 'dengan', 'harga', 'lebih', 'murah', 'turun', 'harga', 'openai', 'efek', 'ke', 'turun', 'pula', 'biaya', 'produksi', 'konten', 'tapi']","['kabar', 'gembira', 'harga', 'gpt', 'turbo', 'turun', 'arti', 'hasil', 'artikel', 'harga', 'murah', 'turun', 'harga', 'openai', 'efek', 'turun', 'biaya', 'produksi', 'konten']",kabar gembira harga gpt turbo turun arti hasil artikel harga murah turun harga openai efek turun biaya produksi konten
gpt gpt gpt,gpt gpt gpt,"['gpt', 'gpt', 'gpt']","['gpt', 'gpt', 'gpt']","['gpt', 'gpt', 'gpt']",gpt gpt gpt
aku rasa instruction aku sama je gpt vs gpt gpt instruction yg sama aku bagi gpt sekali bagi jawapan dah setel gpt kena betulkan banyak kali berbaloi bayar yes,aku rasa instruksi aku sama je gpt versus gpt gpt instruksi yang sama aku bagi gpt sekali bagi jawaban sudah setel gpt kena betul banyak kali berbaloi bayar iya,"['aku', 'rasa', 'instruksi', 'aku', 'sama', 'je', 'gpt', 'versus', 'gpt', 'gpt', 'instruksi', 'yang', 'sama', 'aku', 'bagi', 'gpt', 'sekali', 'bagi', 'jawaban', 'sudah', 'setel', 'gpt', 'kena', 'betul', 'banyak', 'kali', 'berbaloi', 'bayar', 'iya']","['aku', 'rasa', 'instruksi', 'aku', 'sama', 'je', 'gpt', 'versus', 'gpt', 'gpt', 'instruksi', 'yang', 'sama', 'aku', 'bagi', 'gpt', 'sekali', 'bagi', 'jawab', 'sudah', 'setel', 'gpt', 'kena', 'betul', 'banyak', 'kali', 'berbaloi', 'bayar', 'iya']","['instruksi', 'gpt', 'versus', 'gpt', 'gpt', 'instruksi', 'gpt', 'setel', 'gpt', 'kena', 'kali', 'bayar', 'iya']",instruksi gpt versus gpt gpt instruksi gpt setel gpt kena kali bayar iya
dr sarah gpt walker,dari sarah gpt walker,"['dari', 'sarah', 'gpt', 'walker']","['dari', 'sarah', 'gpt', 'walker']","['sarah', 'gpt', 'walker']",sarah gpt walker
gptvision vs gpt is like ferrari vs toyota,gpt vision versus gpt adalah seperti ferrari versus toyota,"['gpt', 'vision', 'versus', 'gpt', 'adalah', 'seperti', 'ferrari', 'versus', 'toyota']","['gpt', 'vision', 'versus', 'gpt', 'adalah', 'seperti', 'ferrari', 'versus', 'toyota']","['gpt', 'vision', 'versus', 'gpt', 'ferrari', 'versus', 'toyota']",gpt vision versus gpt ferrari versus toyota
gpt ass apology,gpt pantat permintaan maaf,"['gpt', 'pantat', 'permintaan', 'maaf']","['gpt', 'pantat', 'minta', 'maaf']","['gpt', 'pantat', 'maaf']",gpt pantat maaf
gpt tweet,gpt tweet,"['gpt', 'tweet']","['gpt', 'tweet']","['gpt', 'tweet']",gpt tweet
cek email kamu pkl wib pagi ini kak narenda wicaksono kirim email membahas apa iya gpt akan gantikan peran programmer,cek email kamu praktik kerja lapangan waktu indonesia barat pagi ini kak narenda wicaksono kirim email membahas apa iya gpt akan gantikan peran programmer,"['cek', 'email', 'kamu', 'praktik', 'kerja', 'lapangan', 'waktu', 'indonesia', 'barat', 'pagi', 'ini', 'kak', 'narenda', 'wicaksono', 'kirim', 'email', 'membahas', 'apa', 'iya', 'gpt', 'akan', 'gantikan', 'peran', 'programmer']","['cek', 'email', 'kamu', 'praktik', 'kerja', 'lapang', 'waktu', 'indonesia', 'barat', 'pagi', 'ini', 'kak', 'narenda', 'wicaksono', 'kirim', 'email', 'bahas', 'apa', 'iya', 'gpt', 'akan', 'ganti', 'peran', 'programmer']","['cek', 'email', 'praktik', 'kerja', 'lapang', 'indonesia', 'barat', 'pagi', 'kak', 'narenda', 'wicaksono', 'kirim', 'email', 'bahas', 'iya', 'gpt', 'ganti', 'peran', 'programmer']",cek email praktik kerja lapang indonesia barat pagi kak narenda wicaksono kirim email bahas iya gpt ganti peran programmer
kalau gw bikin layanan bikin dossier seseorang berdasarkan summary profil media sosialnya berbasis gpt kek chatgpt itu bakal laku nggak di kalangan hrd bakal ada corporate contracts nggak ini semacam palantir for hrd gitu auto crawling auto summarize etc,kalau aku bikin layanan bikin berkas seseorang berdasarkan ringkasan profil media sosialnya berbasis gpt seperti chatgpt itu bakal laku tidak di kalangan human resource development bakal ada perusahaan kontrak tidak ini semacam palantir untuk human resource development begitu oto crawling oto meringkas dan sebagainya,"['kalau', 'aku', 'bikin', 'layanan', 'bikin', 'berkas', 'seseorang', 'berdasarkan', 'ringkasan', 'profil', 'media', 'sosialnya', 'berbasis', 'gpt', 'seperti', 'chatgpt', 'itu', 'bakal', 'laku', 'tidak', 'di', 'kalangan', 'human', 'resource', 'development', 'bakal', 'ada', 'perusahaan', 'kontrak', 'tidak', 'ini', 'semacam', 'palantir', 'untuk', 'human', 'resource', 'development', 'begitu', 'oto', 'crawling', 'oto', 'meringkas', 'dan', 'sebagainya']","['kalau', 'aku', 'bikin', 'layan', 'bikin', 'berkas', 'orang', 'dasar', 'ringkas', 'profil', 'media', 'sosial', 'bas', 'gpt', 'seperti', 'chatgpt', 'itu', 'bakal', 'laku', 'tidak', 'di', 'kalang', 'human', 'resource', 'development', 'bakal', 'ada', 'usaha', 'kontrak', 'tidak', 'ini', 'macam', 'palantir', 'untuk', 'human', 'resource', 'development', 'begitu', 'oto', 'crawling', 'oto', 'ringkas', 'dan', 'bagai']","['bikin', 'layan', 'bikin', 'berkas', 'orang', 'dasar', 'ringkas', 'profil', 'media', 'sosial', 'bas', 'gpt', 'chatgpt', 'laku', 'kalang', 'human', 'resource', 'development', 'usaha', 'kontrak', 'human', 'resource', 'development', 'oto', 'crawling', 'oto', 'ringkas']",bikin layan bikin berkas orang dasar ringkas profil media sosial bas gpt chatgpt laku kalang human resource development usaha kontrak human resource development oto crawling oto ringkas
gpt dating profile,gpt kencan profil,"['gpt', 'kencan', 'profil']","['gpt', 'kencan', 'profil']","['gpt', 'kencan', 'profil']",gpt kencan profil
lt,itu,['itu'],['itu'],[],
gpt ai,gpt kecerdasan buatan,"['gpt', 'kecerdasan', 'buatan']","['gpt', 'cerdas', 'buat']","['gpt', 'cerdas']",gpt cerdas
gpt ass tweet,gpt pantat tweet,"['gpt', 'pantat', 'tweet']","['gpt', 'pantat', 'tweet']","['gpt', 'pantat', 'tweet']",gpt pantat tweet
hiring openaigpt expert aiml developer remote,perekrutan openai gpt pakar kecerdasan buatan pembelajaran mesin pengembang remot,"['perekrutan', 'openai', 'gpt', 'pakar', 'kecerdasan', 'buatan', 'pembelajaran', 'mesin', 'pengembang', 'remot']","['rekrut', 'openai', 'gpt', 'pakar', 'cerdas', 'buat', 'ajar', 'mesin', 'kembang', 'remot']","['rekrut', 'openai', 'gpt', 'pakar', 'cerdas', 'ajar', 'mesin', 'kembang', 'remot']",rekrut openai gpt pakar cerdas ajar mesin kembang remot
